Restaurant,description
Jam Cafe on Beatty,"This place was delicious! The coffee cocktails we ordered were delicious. I think the pancakes are a bit over-hyped, but still pretty good. We ordered the cream cheese cinnamon swirl pancakes, a side of the cranberry toast, and the black stone Benedict, plus two coffee cocktails for me and 3 for my boyfriend. Cocktails were by far the best part."
Jam Cafe on Beatty,"BEST. SALMON. BENNY. EVER. 
Only con: Must wait suuuuuuuuper long (as in, more than 20 minutes on a weekday 10am)"
Jam Cafe on Beatty,"Not sure how I've missed this gem! Great atmosphere, the Benny's are awesome and the rest of the menu looks really tasty, great coffee and laid back but attentive service."
Jam Cafe on Beatty,"We waited in line about 45 minutes in the rain, finally got in, sat at the bar so worth it!"
Jam Cafe on Beatty,"A must try. I always get a half order of Benny and then one pancake depending on what I'm craving...and yes you can order just one pancake, you don't need to order the entire stack. No one ever finishes it."
Jam Cafe on Beatty,The ONLY downside is the wait- but it is 100% worth it. We had the brioche French toast and large Charlie bowl- massive portions and absolutely mouth-wateringly delicious. This place really has exceptional breakfast food- kept us full and happy for a long time :)
Jam Cafe on Beatty,"I've been here several times now, and brought friends. Come when they open! I've twice watched them go from 0 to full in less than thirty minutes. They open at 8AM, and, it's easy to enjoy a nice meal and be out by 9AM. The menu is pricy, but has giant portions and food quality you just can't beat for breakfast. My fave? The farmer's skillet!"
Jam Cafe on Beatty,"I am a firm believer In writing good reviews when a restaurant is worthy of one! Jam without a doubt served one of the best breakfast we have ever had! Everything was fresh and delicious, the eggs were amazing, I never usually comment on eggs seems kind of weird to do so but the eggs Benedict/vegetarian style were out of this world. Coffee was strong and good. Great atmosphere, very accommodating staff from the hostess to the server. Adam was our server, professional, knowledgeable and by all means an asset to this restaurant ! On every level this place is a gem! So when you asked to be seated and you're told 20 minutes to a half hour wait just say great and wait... because you're in for culinary extravaganza!"
Jam Cafe on Beatty,"Great food! And cool environment. 

The veggie bowl is big enough to feed three hungry adults. The green eggs and ham were good, and also large enough to share between two semi hungry adults. 

The line is crazy long....be prepared to wait, especially if you have a bigger party. 

Overheard local patrons and waitress complaining about it be overrun with tourists...so there's that"
Jam Cafe on Beatty,"Went here with my friend on Monday. The lineup was super long but we only waited about 20 minutes because there was only 2 of us, so we got in faster.
I ordered the Little Charlie. It has shredded hashbrowns in it which is one of my guilty pleasures.. Honestly it was good but not amazing. Even though I ordered the Little Charlie, the bowl was still huge and I had to take half of it home! I probably would not come back here just because it was so hyped up and it isn't SO good to where it would make me crave it. Kind of wish I tried the red velvet pancakes though, I heard those were really good."
Jam Cafe on Beatty,"Wow!  Loved everything about the city of Vancouver, but having brunch at this spot was surely one of the highlights.  It's very popular with the locals and you should be prepared to wait in line to get in, but it's more than worth it.  If I lived here, I would no doubt be a regular.  Great vibe, ridiculously good food, quality service.  This will probably sound like hyperbole, but it was maybe one of the best brunch experiences of my life.  The cinnamon pancakes are for real and the Charlie Bowl is something to behold.. and be eaten.  If you're in town and hungry, just go.  You won't regret it."
Jam Cafe on Beatty,"The cocktails were actually my favorite. I had a caesar with a huge slice of bacon and pickle juice. I want to go back for just this drink. The food was actually about par for breakfast spots, nothing special but 100% delicious."
Jam Cafe on Beatty,We arrived at 7:45am and it was totally worth it. We got in on the first seating and both really enjoyed our meals.  Smooth coffee and fresh juice to start.  Our meals were well plated--almost too much food.  My fav part was the cranberry toast. I recommend highly.
Jam Cafe on Beatty,"Best breakfast in the city!  Worth the line up but go early so it's no too long.  Fried Chicken Eggs Benny is amazing and so are the little piggies, don't share though!"
Jam Cafe on Beatty,"The red velvet pancakes are heavenly!! The wait time is a bit of a deterrent though, and I'm not sure the quality of food justifies the wait"
Jam Cafe on Beatty,"I got the Gravy Coupe which is a play on biscuits and gravy. It was delicious and I couldn't even finish the huge biscuit they gave us. Definitely worth $15 for brunch. My friends got the Charlie Bowl which is a massive bowl of a bit of everything they served. They barely made a dent and had to take the rest home. Great customer service and great food, I will be back for more."
Jam Cafe on Beatty,"Great breakfast, pork belly benny is my go to! Blood orange mimosa!this place is great, the line sucks but if you can catch it on a day without the line it's worth your time!"
Jam Cafe on Beatty,"OMG. This place is absolutely phenomenal.

I went here with a bunch of people at least three times on my trip to Vancouver.  Oh, and we are very, very ""spoiled"" with amazing food from where we come from.  This all being said, Jam Cafe is absolutely phenomenal.

My ONLY complaint (hey, it's not a perfect world), in retrospect, reflects more upon the entire Vancouver culture rather than Jam Cafe:  they nickel-and-dime you to death.  Again, in retrospect after our 9 day trip to Vancouver, I realize it's not just Jam Cafe that will charge you $.50, or $1.00 for a tiny little side of sauce (and when they serve it they don't tell you they charge extra).  BUT, not to say that Jam Cafe can't be a light in the dark and NOT nickel-and-dime people like other places in Vancouver."
Jam Cafe on Beatty,"It's a long wait but the food is amazing.  Everything looked great, and the pulled pork pancakes were amazing.  Well done!"
Jam Cafe on Beatty,"Amazing breakfast foods! There is usually quite the line up so make sure to get there early! The food here is amazing and the price is often worth the quality of food. I adore their apple bratwurst and the sugar cured bacon with any dish I order! The portions are also quite big and more often than not, I find myself stuffed and satisfied!"
Jam Cafe on Beatty,"Jam Cafe is a main stay in my brunch cycle. It is always worth the wait. The mushaboom burger is delicious, their cinnamon swirl pancake is delicious, their veggie eggs Benedict is believe it or not soooo delicious. Such a great depth of flavour with all the veggies. If I could avoid the lines I'd come more frequently but whenever my family is in town we all go and thoroughly enjoy ourselves. Really great service too! Love it. A great restaurant all around."
Jam Cafe on Beatty,"2 words: worth the hype. We got there right at opening on a Friday opening and it didn't fill up till about half an hour later. Honestly their menu selection was so incredible we spent more time deciding what to eat than actually eating it. In the end we got the gravy coupe and the fried chicken eggs benedict. I really loved their fried chicken, the portions were so generous and you ended up having more chicken left than anything else. The hollandaise could have been more flavourful but both the biscuit in the coupe and the English muffin for the benny were so soft and flaky. The plate was also so busy that you can make different combinations, like gravy with biscuit or hashbrowns and hollandaise etc.
A restaurant really stands out for me if it has little surprises other than the main meal. In this case they have a delicious home made hot sauce made of jalapeños. It was so good, my friend and I used half the bottle for our hashbrowns and rest of breakfast. Their fresh squeezed orange juice is also a gem. Finally our server Kim was very sweet and a pleasure throughout our meal. 
Definitely will come back!"
Jam Cafe on Beatty,"Deep fried dishes are usually pretty oily, perhaps they aren't frying properly.. still tasty though! Also, arrive early as there is almost always a wait."
Jam Cafe on Beatty,"Thoroughly impressed with this little gem! I live in the area and walk by any day between the hours of 9:30-2, there is a line up of 4-20 people. Of course this is at least a minor indication it's worth trying, so I stopped by at 9:15 hoping to beat the rush and was in within 5 minutes. The service is great, friendly and knowledgable staff (Mel at the bar in particular!) warm environment and most of all, the food is 10/10. I ordered the bacon eggs Benedict with avocado, all the ingredients were fresh and high quality, from the thick candied bacon to the perfectly ripe avocado, I enjoyed it very much. Definitely worth a visit, even worth the wait in the, at times, long line up."
Jam Cafe on Beatty,"One of my favorite brunch places in Vancouver, defintiely worth visiting. The nutella/banana frenchtoast is to die for."
Jam Cafe on Beatty,"I liked the fact that the menu has so many dishes for you to choose from, I will be back for sure to try other dishes. My friend ordered the Gravy Coop, and I ordered the Charlie Bowl (smaller size). It tasted amazing at first, like the ultimate comfort brunch food, but after a while everything just tasted of the gravy and potato hash, which in my opinion, there was too much of. Serverice was friendly, our food took a while, but it was understandable since it was busy."
Jam Cafe on Beatty,Totally worth the wait. The cinnamon swirl pancakes are to die for and can never really go wrong with any other item on the menu. Best brunch sport in Vancouver by miles.
Jam Cafe on Beatty,"Huge portions.... That's about it. I don't know how anyone could compare the level of food here compared to say chambar or medinas....we ordered the fried chicken, extremely dry, and it came with waffles that were also massive but again, not fluffy and crispy on the outside like an ideal waffle. Overall disappointing given the Victoria one tasted way better when we went."
Jam Cafe on Beatty,"i got smoked salmon eggs benedict and my aunt got the ""green eggs and ham"" which is pesto goat cheese ham all in eggs on a piece of toast or a biscuit. AMAZING food. worth the (quick) 25 minute wait to get a seat! went on a thursday at around 11 am"
Jam Cafe on Beatty,"Best way to describe everything about Jam: WOW. We waited for a table for 45 minutes which honestly isn't bad for Vancouver. For all the brunch we ate while here, Jam is a hands down standout. Get in line, get in the door, and get ready for some real comfort food."
Jam Cafe on Beatty,"Amazingly delicious and reasonably priced for a lot of food. Service was fabulous too. Worth the waiting in line for a table, even in the rain!"
Jam Cafe on Beatty,"We came into this restaurant with high hopes, all the reviews were great.  The Jam Cafe was anything but; the wait was long and the food was bad.  We ordered 3 different plates and I will review each individually:

Red Velvet Pancakes: 1/5 - The pancakes tasted nothing like red velvet and were very dissatisfying.  The ""cream cheese icing"" tasted nothing of the sort; it was sour and very unpleasant.

Egg/Meat Skillet: 2/5 - The skillet wasn't very good, but was served as advertised.

Chicken and Waffles: 2/5 - The waffles were tasty but the gravy topping was not.  Without the gravy, the meal would have been much better; the texture and taste did not compliment the waffles or chicken.

I hope this review helps some out.  If there is no wait, I would recommend you try it for yourself.  But, the hour long wait combined with the poor food made our experience at Jam Cafe an unpleasant one."
Jam Cafe on Beatty,"This place gets very busy even on the weekdays! Their decor is very cool with all their old, antique artifacts. I only tried their basic breakfast meal and their salmon eggs benedict. Their simple breakfast meal is okay. I kinda found their sausages a bit too oily to my liking, I like their benedict a bit more."
Jam Cafe on Beatty,"My bestie and I recently vacationed in Vancouver and found Jam on Yelp. When we arrived, we were surprised by how small it was inside and the length of the line, but do not be swayed! Totally worth it! We opted to sit at the bar and had a great conversation with our server who gave us some great suggestions on the menu. We both had a normal egg and bacon breakfast but at the server's suggestion we ordered one of the Cinnamon Cream Cheese pancakes to share. I honestly have to say that it was one of the best things we ate on our trip. So much so that we came back the next day for breakfast! The Cranberry Sourdough bread is also worth a try! Great spot for breakfast, we didn't try lunch but the menu sounded just as promising."
Jam Cafe on Beatty,"Perhaps the best eggs Benedict I have ever had, out of 100+ benedicts in over 15 countries. Truly a delight. The vegetarian Benedict was absolutely scrumptious. Worth a trip to Vancouver just for the dish. 5 stars."
Jam Cafe on Beatty,"Only reason 4 stars was the wait...but once you're seated and get your food, you understand why. Best breakfast or brunch in town. Shout out to our servers. Great Job!!!"
Jam Cafe on Beatty,"The food was exceptionally delicious. I had the eggs Benny with fried chicken, friends had the pancakes and French toast and hubby had the Reuben with fries. So good! My only complaint is the service was questionable. I know there is a line out the door, but we waited for thirty minutes, give us at least tone to enjoy our meal! We were rushed the whole time from the get go. That was unpleasant. Other than that, excellent food! Would definitely come back!"
Jam Cafe on Beatty,"10 stars. This place is perfect. The food is high quality, creative and perfectly prepared. The drinks are amazing and there is a coffee bar. The service could not have been better either. Everyone was so friendly and competent. This is my new favorite breakfast place."
Jam Cafe on Beatty,If the lineups weren't 1 hour long I would go more often. The chicken and waffles are crunchy and delicious. The Caesar was nice and spicy! All they need to do is expand and they will get 5stars from me
Jam Cafe on Beatty,"Holy sh*t I got up at 7am to beat the rush, it was like 28 days later just a small rag tag group of survivors out for pre-brunch breakfast like old people and farmers eat. I got some kind of luscious dinosaur sized bowl of biscuits and gravy and potatoes I don't even know. It was like $12 and I haven't eaten again - and this was last month. Make sure to spoil the ending for the people in the line outside (Bruce Willis is a ghost MFs)"
Jam Cafe on Beatty,"Absolutely positively the best breakfast place I have ever eaten at. I consider myself to be a breakfast guru and hate lines but the 1.5 hour wait was 1000%  worth it. The service, the food, and the atmosphere were all A++. YAY for Jam Cafe!"
Jam Cafe on Beatty,After 3 days of snowboarding at Whistler my wife and I stay one night in Vancouver where in the next morning we randomly found this restaurant on Yelp because it was nearby. We walked in and were immediately seated. I had The Gravy Coupe which is a big biscuit topped with southern fried chicken breast and two sunny side eggs all in a pool of delicious gravy. My wife had the Brioche French Toast which was a mountain of French Toast that I was surprised my lady  finished in one sitting. We later learned that this was such a popular place that people are usually lined up outside and down the street waiting for seating. So we were lucky!
Jam Cafe on Beatty,"After waiting in line for 1 hour 15 minutes, I can now say I have tried Jam Cafe. Was I happy with the experience? I would say the wait was not that bad, since I was with a friend that I enjoyed just catching up in this breezy Friday morning. The service was awesome. Decor was cozy. And the food? Hmm to me it tastes like what a hipster Denny's would serve. I had the biscuits with eggs and chorizo. Nothing was memorable. Portion was huge like the other reviews mentioned but I had no desire to bring back what was left. In fact I had to ask the waitor to take away my plate because I could not look at the food any more. There are breakfast places with much shorter line up that give me better experience than this. So I am not coming back."
Jam Cafe on Beatty,"In Vancouver 3 days ate here all three days.  Best breakfast in a long time.  Expect to wait in line, but more than worth it.  Really great place."
Jam Cafe on Beatty,"There is always a line up. Why I ask myself. Well now that I have waited in the line and have had a chance to have brunch here, I know why. The line moves pretty quickly if you don't have more than 4 people in your group. It looks like there is only 2 tables that can accommodate 6 people. It was raining pretty hard outside and we didn't have an umbrella. The hostess came by and asked if we needed an umbrella. Very nice of her. We were seated approximately after waiting 30 minutes. Once we were seated the server came by right away and took our drink order. It is always a fine line between asking if you are ready to order or to give people time to figure out what to eat. The server checked on us as I wasn't ready yet. I appreciate that she didn't rush me to order but also checked back soon after so that I wasn't waiting too long either. It was difficult for me to choose my brunch item as everything sounded so good. I finally chose the chicken french toast, it was so good. The chicken was crispy but not dried out and the French toast was cooked perfectly. Will be back and worth the line up."
Jam Cafe on Beatty,"This restaurant was on a couple of recommendation lists for Vancouver, and I think it's a solid breakfast place.  The service was attentive and super friendly.  The food was good; the portions are huge so I would recommend either getting some of the half portion options or getting sides in lieu of a full plate."
Jam Cafe on Beatty,"My husband and I visited Jam Cafe twice while on vacation to Vancouver. It did not disappoint. We went shortly after opening time on a weekday and were seated right away at the bar. FYI-it's pretty crowded inside if that bothers you. The food was amazing. I ordered the red velvet pancakes the first time. So good, but such a hug portion that I couldn't finish them. The second time I ordered the biscuits and gravy with hashbrowns. Usually biscuits can be dry and tasteless but these tasted like pure homemade goodness and the sausage gravy was delicious-give me more though!!  Servers and hostess were super sweet and friendly."
Jam Cafe on Beatty,"I could tell this was a popular place because we showed up 15 minutes before it opened and still didn't get a table. After a 30 minute wait we got in and were treated like royalty. The menu is diverse and there are so many great options. I decided to try something that I usually wouldn't...for me that was a bad decision as I didn't care for the food that I ordered. I, in no way, blame the restaurant. I took a shot, and missed! I'm sure it was exactly as it should be. The waiter asked me if I wanted to box up my leftovers and I respectfully declined. Soon after the manager approached me and asked if I wanted to get something else instead and I told him that wasn't necessary and that it was me, not the kitchen. To my amazement they comped the meal. I did not expect that to happen! So I say kudos to Jam on Beatty for being so understanding and really looking for the customers best interest. I paid the server the for the meal in tip and will definitely come back and order something that I know I will enjoy more. This is how a business should be run. Thank you!"
Jam Cafe on Beatty,"Not group friendly, have to wait even more than 30 mins outside on a Monday 10:30am morning. Though group of 2 did not need to wait."
Jam Cafe on Beatty,"Long lines. Friendly staff. Solid portions. Tasty food. Decent price. Dragon girl and i waited a solid 30 mins for a table whilst in the rain. Happily, one of the staff was kind enough to bring out waffle slices and maple butter for people to try and snack on while waiting. Once inside our orders were taken promptly. I got the gravy coop and dragon girl got the large charlie bowl. Holy moley the charlie bowl is huuuuuge. That was easily 2-3 meals worth of food in a monster bowl. The fried chicken for my dish was good but the plate could have used some more gravy as my 2nd biscuit was left without any. The charlie bowl also could have used a bit more moisture. When i reheated the leftovers i added some water and it made a huge difference. My freshly squeezes oj tasted a bit like a mix betwern freshly squeezed and tropicana, not sure if they maybe mix the two a bit... still good though. Definitely get there before 1030 if you dont want to wait more than 30 mins."
Jam Cafe on Beatty,Get here early.  Fantastic breakfast!  Excellent service!  This place is meticulously clean and it is reflected in the quality of the experience!  Go for anything with a biscuit.  The Charlie is indeed huge! The little Charlie is plenty!  I loved this place and I'll definitely be back!
Jam Cafe on Beatty,"Brunch was okay , I just don't think it's worth the 45-1hr wait! I don't think that the food and or restaurant is spectacular ."
Jam Cafe on Beatty,"Probably the best thing that's ever happened to Vancouver for breakfast and brunch. 

Line ups are abit long but generally if there's a long line up its gonna be good ;) It was no longer than a 10 min wait during the week.   (Weekend is probably a different story).  But I'll tell you, it's worth the wait.

Service was amazing, got greeted right away and our server had a genuine smile on her face and made good conversation with me and my sister.   Food came really fast (for how busy it is in there).  Generally in busy places like that, when it's fast, the food is usually half-ass quality.  But at Jam this is not the case.    I ordered the Blackstone Eggs Benny with avocado added to it and the bacon is something else.  I don't know what they put in it (tasted like bourbon and maple) but I'm ordering a pile it on the side next time.  Eggs were cooked to perfection and the portions were big.  The food far exceeded my expectations.   Was very reasonably priced as well.  

Great place, highly recommend.   Will definitely be coming back."
Jam Cafe on Beatty,Fried chicken Benny's! Winner Winner Chicken.....Brunch. The wait is worth it!
Jam Cafe on Beatty,"I keep going back for more.  I once even waited 2 hours to get into this spot.  
Their menu is versatile and so far everything I have tried is delicious - but my favorite is their eggs benny.  
This is a wonderful brunch spot if you are looking for delicious comfort food, big portions and don't mind waiting in line for a little while."
Jam Cafe on Beatty,"I don't get the hype... everything was okay and service was great but not worth the line-up out front. There are more notable options nearby in the city. This is worth stopping in at one, but I won't be back. The portion sizes are very generous however."
Jam Cafe on Beatty,"I went here twice out of three days i had in Vancouver. Pretty much everything I tasted at this place was bordering 5 stars. We did have to wait almost an hour but that's pretty expected considering it was Saturday around 11. 

My favorite - Fried chicken on biscuits with all the other good stuff

Also Great - Green eggs and ham. The pesto and spinach on eggs was excellent, and the biscuits were delicious as always.

I had a few bites of my Mom's banana walnut pancakes and they were also incredible. I'd say this is a must visit while in Vancouver."
Jam Cafe on Beatty,"It was pouring rain outside but we heard Jam was a must so we stayed. So grateful we did. Even the hostess was incredible, offering encouragement to not desert the line, hand out umbrellas and walk up and down the line informing the line about wait times. Inside was so adorable and smelled amazing. We had a party of four and we all ordered breakfast and the boys after tasting it, put in a lunch order too to go. Our server was upbeat and friendly. She chatted with us a bit after to give us ""must do"" in Victoria. Just a wonderful experience and I would highly suggest going. Arrive hunger (maybe bring a small snack pack haha for the line). The food is soooooo good. Big portions, beautiful presentation and delicious."
Jam Cafe on Beatty,"Good sign when there was a line up on a Tuesday morning. Foods are in big portion, so go there hungry. My favourite is their jam, very tasty. Service is good as well. Highly recommended."
Jam Cafe on Beatty,"Great place with great food and great service... will definitely recommend! Very convenient to come early morning when they open at 8am. Only few seats were taken when we came at 8:10, but after 15 minutes, the place filled up already and few people are waiting outside for the seat to be available. Definitely worth the drive and wait if you needed to wait."
Jam Cafe on Beatty,It was nice. I had heard about this place for a while. I look forward to going back and trying it again for a more in depth review. Definitely deserves a second chance.
Jam Cafe on Beatty,"Super food and portions plus fabulous service. You can mix and match a lot of the food which I love to do. Having one pancake for dessert is always a must. Usually long lines, but wait is worth it and many times only a 15-20min wait."
Jam Cafe on Beatty,"Definitely worth the rating people have been giving it... But come hungry or skip a meal the night before. The pictures are legit, the staff is great. The green hot sauce needs to go on everything. I didn't get the red velvet pancake but I so wanted a bit of it from the stranger next to me.  They really need to make a sampler plate with one of those on it."
Jam Cafe on Beatty,"Let's start out by saying Great Food but looong wait. Thanksgiving Monday 11:40am started to line-up. We were made to line-up outside (I stress you have to physically line up, no wait list) By 12:15pm we were getting antsy as last order is 2pm and we're not even half way yet. Luckily waitress came out and offered waffles and to let us know it'll probably be another 1/2 hour wait. OK we got seated close to 1pm. Of course we already knew what to order. Food came quickly as all delicious. Finished lunch at 1:30pm hoping we can give our seats to those poor folks outside. So it was 1.5 hours lining up for 1/2 hour enjoyment. Is it worth it? I honestly don't think I will do this again anytime soon but I have the memory to take with me always sigh :("
Jam Cafe on Beatty,"We all enjoyed our visit here in Vancouver. We couldn't decide what to order. Everything looked delicious. Two of us went with one of the many versions of Benedicts they offer, I had the pigs in a blanket (sausage dipped in pancake patter like corn dogs) and someone else chose the red velvet pancakes! We also had mimosas and bloody Mary's!  Plan on waiting outside for about 30-45 minutes though. But we all agreed it was worth it!"
Jam Cafe on Beatty,The food is so good! Great that I can get take out and not have to wait in line. We first tried it in Victoria and loved the food and am happy to see they are in Vancouver. Hope they expend as the line up never seem to cease.
Jam Cafe on Beatty,"I came here with my brother while he was in town visiting. I thought because it was a weekday that there wouldn't be a line, but there was. The wait was only about 5 mins, so not too bad. I can't imagine what it's like on a weekend. But the wait was worth it. I had the veggie eggs benedict and I can't remember what my brother had, but we both loved our dishes."
Jam Cafe on Beatty,"Overrated for sure, but perhaps I just got the wrong thing for myself. I didn't like the potatoes dish AT ALL - so heavy and carby with not much taste. Long wait as well, haven't gone back since my first visit and I don't think I will anytime soon."
Jam Cafe on Beatty,"Great Brunch Experience. One of my favorites in Vancouver.
There is a line to wait in, but if you don't mind the wait the experience is worth it.
Quick service, Great Food, and Nice Staff."
Jam Cafe on Beatty,"We were a group of 6 and waited about 1.5 hours on a Saturday morning. The booth table was great and we felt like we had plenty of room for 6 adults + 1 baby. 

2 of us got the Veggie Bowl (like the Charlie Bowl). I think it's most redeeming quality is the size - I must have eaten 1/3 of it and brought the rest home. We both agreed it was a heavy dish, lots of potato and biscuit (which was very good) and could have done with more veggies. Probably would not get again. 

Others had the French toast with caramelized apples (very sweet but delicious), the macaroni skillet (Ritz crumble was great), green eggs and ham (good but not exceptional), and classic eggs Benny (pretty good). 

Overall, it didn't quite meet my expectations based on previous reviews, but perhaps I should have chosen something that was less potato focused. Would return to try a chicken and waffle dish, pancakes, or the French toast. Wait was longer than we expected but we were a large group. 

Note for parents: no high chairs, though they do have booster seats for older children. My 10 month old sat beside me in the booth no problem, but something to note."
Jam Cafe on Beatty,"Took a girl's trip to Vancouver last October and was given the recommendation to visit this spot for brunch. The line was out the door, given the small space, but it was so worth the wait! Thinking about the food at this moment is making me drool.. and the drink selection is a plus! Would highly recommend this place."
Jam Cafe on Beatty,"A long lineup on a freezing cold day for a holiday brunch. But the servers actually brought out waffle samples; a nice surprise! A bit crowded but cute, cozy, and warm inside. Service was amazing and the bennies and waffles were excellent. We ordered two different fruit toppings for the waffles just to try them, but wouldn't do that again because both were too sweet to eat much though otherwise tasty. Coffee was OK - better than at the average restaurant. If not for the lineup, I would go there again."
Jam Cafe on Beatty,I dare anyone to give this place less than 5 stars. This is hands down the best breakfast joint I have ever eaten at. I had the Huevos Rancheros which did not disappoint. Great flavor especially with a sprinkling of their house made jalapeño sauce. No matter what you do GET THE BACON. ALL OF IT. Great mimosas. The Bloody Mary looked like perfection. Wish I lived here so I could come back.
Jam Cafe on Beatty,Just as good as they say. Worth the 20 min wait. Food and drinks were incredible. Am definitely coming back here.
Jam Cafe on Beatty,"The chicken waffles were very Rosemary forward but still good. We had the ""little Charlie"" which by not means was little. It was a huge bowl of mostly potatoes and biscuit and didn't have much flavour to it. Even though it was highly recommended by the hostess and she even mentioned it as fan favourite. Then there was the black stone Benny not much to be said by that either. The place looks really cool very rustic Canadian feel to it. Staff was friendly."
Jam Cafe on Beatty,Love the brunch menu here! Huge line ups on weekends so go prepared to wait. Service is quick and very friendly.
Jam Cafe on Beatty,"Contrary to what a lot of people seem to think on here, for anybody with slightly discerning tastes, this place is not worth the wait and lineups. There are much better breakfast and brunch options in Vancouver with little or no wait. That said the food is not bad, just nothing to line up for. It's not special. Just fine. Don't buy into the hype."
Jam Cafe on Beatty,Perfect Fried chicken breast benefit with perfect poached egg  + caramelize banana & strawberry Waffle board  my goodness taste of heaven
Jam Cafe on Beatty,This place is sooooo good!!! Want breakfast in Vancouver?!?! Come here! They also play really good music!! I recommend getting the egg Benedict with fried chicken. It's nice inside and the staff is nice and helpful. There's a bit of a wait but it's because it's good
Jam Cafe on Beatty,Fell in love with this place in Victoria and am so thrilled they are in Vancouver now. Great brunch spot
Jam Cafe on Beatty,"The food is NOT worth the wait.  We waited for an hour in the rain and ordered their famous bowls.  Even the little bowl was humongous and the biscuit, hash browns, cheese and gravy mixed into a bowl of just mushy gooy paste that you have no idea what you are eating.  If you are going to try it, I would recommend to stay away from the bowls.  No one in my party finished their bowls and no one wanted to pack home the left over."
Jam Cafe on Beatty,"My family and I were visiting our friends to the North. Staying in Vancouver, we knew we had to do brunch. We had been told several times that brunch in Vancouver was a thing. A big thing. This place had great reviews and was near our hotel, so we trekked over one morrning and tried it out. There was a long line, and it took a while to be seated, but it was worth it. This place did not disappoint. The drinks were good, the food was great, and the service was wonderful. I had high expectations and this place met them, for sure. The place isn't that big, which is why there is a long wait. But it's a cute spot with fun dishes. Definitely a must go-to place for brunch in a city where brunch is the most important meal of the day."
Jam Cafe on Beatty,"Came here for breakfast with my boyfriend on a Sunday mornin as we live down the stairs. I saw this place ""in the making""  and was wondering what took so long to open! Now we know and it was worth the wait! We waited in line for about 20 min but that was OK. We loved the decor of this newly renovated space and the vibe was great. The handmade furniture and funky design made the interior welcoming. The food was outstanding! I had the half size veggie bowl (thanks to the server for being honest about sizes) and my boyfriend had the heurvos ranchos -  both meals were delicious and generously portioned. I had to take half of mine home but my boyfriend finished his. Will definitely be back to try out other yummy items! So great to have another delicious place nearby :)"
Jam Cafe on Beatty,The food was wonderful however the manner in which the customers are treated: as trough fed cattle was awful. I won't be back for this reason. Very embarrassing to bring and out of town friend here. An unfortunate coincidence was that the neighboring table was a Chinese super elite ultra rich teenager taking cigarette breaks and spiting food everywhere. Gross haha!!
Jam Cafe on Beatty,"Ok, we heard about this place from a waiter at a local bar.  Best breakfast we enjoyed all week while in Vancouver.  Its true what they say about getting here early.  We got here at 7:30am on a Saturday morning and were the 2nd ones in line.  at 7:40 there was a line about 50 people deep.  For those that waited , I'd imagine the 2nd wave would be in within 40-50 minutes. Get a coffee, and get here early, relax and enjoy!  They welcome you nicely and the staff is all friendly and knows the menu well.  I believe the manager or owner was even jumping in the mix and helping with orders and expediting service to everyone.   The place fills up immediately, but isn't loud or crowded.  The interior is fun quirky, hip, yet reminiscent of a traditional farm to table breakfast that you'd expect.  We ordered the breakfast skillet and Huevos Rancheros.  Both were amazing with coffee and fresh squeezed OJ.   They were served with Multi grain toast and killer raspberry jam.   The portions were enormous, hot and tasted delicious.  This place is a hidden Gem on Beatty St. and is most worthy of a visit when you're in Vancouver.  We just hopped in a cab and were there in a few minutes from Yaletown. i couldn't stop ogling everyone's dishes because I wanted to try everything on their extensive menu. We will be back the next time in Vancouver.  This place is excellent!"
Jam Cafe on Beatty,"We went last Saturday morning and must have waited for about 1h20, but it was worth it! I got the Gravy's Coop with mushroom gravy and fried pork belly... I'll still raving about how yummy it is to anyone who'd listen! Can't wait to go back again, but at 8 AM to skip the line."
Jam Cafe on Beatty,"Prices are fair, portions are godzilla, food is top notch; seems like everybody's dream restaurant which is why there's always a line even at 9 am

Good food presentation isn't often present with cheaper end restaurants but Jam Cafe has stellar presentation

Now with the relatively cheap food prices they offset that with their drinks, portion isn't as generous and prices is on the higher side; you can expect about $20 or so per person here

Service here is at the pinnacle of perfection if you get seated at the bar, the barista there is awesome

Pros:
+ Food
+ Portion
+ Presentation

Cons:
- Wait times
- Limited seating
- Larger groups can expect to wait longer"
Jam Cafe on Beatty,"So worth the wait! The service and food are great. Pro tip- you can order the pancakes individually which is worth it because they are huge! I ordered two (instead of the default three) and could only finish one delicious, monstrous pancake. The skillet is awesome too. If you can go on a weekday morning you can avoid the crazy lineups."
Jam Cafe on Beatty,"Service is off, and wait is very long. Would be okay if they set the right expectations. 35 minutes turned into 1 hour 5 minutes, plus 30 min to get food. That's before you actually start to eat. Major expectation setting fail. Great if 2 - 2:30 hours for breakfast is what you expected, but if you had other things in mind you may end up having to cancel those plans."
